id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,occupancy_rate,estimated_annual_revenue,revenue_per_available_day,host_type,host_performance_score,neighbourhood_average_price,demand_score,days_since_last_review,city_average_price,price_index,price_category,minimum_nights_bucket
27829807,Beautiful Room Is Close To Strip Airport Mall,210153324,Rachel,Not Specified,Unincorporated Areas,36.04345,-115.14426,Private Room,$40.00,2,14,8/29/2020,0.86,3,243,Clark County,33.40%,"$4,880.00",13.36,Small Operator,1.34,$215.51,-0.81,102,$191.70,0.21,Budget,2–3 Nights
45123011,Relax In Your Own Apt 1Br In Austin,359036978,Kia,Not Specified,78754,30.33115,-97.66441,Entire Home/Apt,$78.00,30,0,,0,593,339,Austin,7.10%,"$2,028.00",5.538,Commercial Operator,0.00,$80.75,-1.48,,$267.45,0.29,Budget,8–30 Nights
12681210,Cozy And Comfy In Crown Heights!!!,47187182,Keri,Brooklyn,Crown Heights,40.67428,-73.94373,Private Room,$55.00,2,2,10/12/2019,0.15,1,0,New York City,100.00%,"$20,075.00",55,Individual,0.30,$111.08,-1.40,424,$162.83,0.34,Budget,2–3 Nights
40434542,The Heart Hollywood 1,4431106,Adila,City Of Los Angeles,East Hollywood,34.0894,-118.29486,Private Room,$73.00,1,26,7/24/2020,2.77,9,1,Los Angeles,99.70%,"$26,572.00",72.781,Professional,7.98,$94.33,0.59,138,$230.70,0.32,Budget,1 Night
45174925,Eclectic Studio In Luxury Building On Waterfront,10701512,Ashley,Brooklyn,Williamsburg,40.71912,-73.96245,Entire Home/Apt,$82.00,30,0,,0,1,98,New York City,73.20%,"$21,894.00",60.024,Individual,0.00,$125.13,-1.48,,$162.83,0.5,Budget,8–30 Nights
1006381,Mid Century Modern,4246850,Daniel,Not Specified,King,45.56378,-122.6616,Entire Home/Apt,$109.00,43,95,8/30/2019,1.09,4,327,Portland,10.40%,"$4,142.00",11.336,Small Operator,2.69,$107.40,0.72,467,$142.97,0.76,Budget,31–90 Nights
29286645,Fams Apt,220643373,Edgar,Not Specified,78726,30.40005,-97.84418,Private Room,$50.00,1,4,4/8/2019,0.26,1,0,Austin,100.00%,"$18,250.00",50,Individual,1.04,$50.00,-1.31,611,$267.45,0.19,Budget,1 Night
6596747,Bedroom In Fabulous W. Village Apt!,4654046,Kate,Manhattan,West Village,40.73086,-74.00507,Private Room,$125.00,3,134,3/15/2020,2.15,1,172,New York City,52.90%,"$24,125.00",66.125,Individual,152.40,$226.50,2.00,269,$162.83,0.77,Budget,2–3 Nights
28641709,Quiet And Chill Oasis,49282351,Jess,Not Specified,Bay Park,32.79782,-117.20627,Private Room,$150.00,1,3,2/17/2019,0.16,1,0,San Diego,100.00%,"$54,750.00",150,Individual,0.48,$274.14,-1.22,661,$306.57,0.49,Budget,1 Night
28499398,Kbv 23B-1* - Sensational Ocean Front - Kapalua,15820446,"Maui Paradise Properties,",Maui,Lahaina,21.00062,-156.66647,Hotel Room,$299.00,5,5,9/3/2020,0.44,213,327,Hawaii,10.40%,"$11,362.00",31.096,Commercial Operator,0.00,$368.52,-0.77,97,$316.90,0.94,Average,4–7 Nights
20421647,Molokai Dreams Ocean View Studio Condo,145674904,Barbara,Maui,Molokai,21.1829,-157.24599,Entire Home/Apt,$75.00,2,35,3/18/2020,0.94,1,348,Hawaii,4.70%,"$1,275.00",3.525,Individual,1.55,$129.00,-0.37,266,$316.90,0.24,Budget,2–3 Nights
14342110,Oceanfront Hale Kona Kai 202 Bobs Beach Bungalow,87844984,Lori,Hawaii,North Kona,19.6293,-155.9886,Entire Home/Apt,$169.00,3,42,1/8/2020,0.92,1,182,Hawaii,50.10%,"$30,927.00",84.669,Individual,19.36,$286.83,-0.12,336,$316.90,0.53,Budget,2–3 Nights
15269957,Royal Garden Resort Pool / Beach / Sauna / Surf,26482762,Resortshare1,Honolulu,Primary Urban Center,21.28447,-157.83006,Hotel Room,$160.00,2,6,3/1/2020,0.13,56,324,Hawaii,11.20%,"$6,560.00",17.92,Commercial Operator,0.00,$219.00,-1.17,283,$316.90,0.5,Budget,2–3 Nights
23369253,New York Queen'S East Elmhurst (Whole Basement),174171891,Charlotte,Queens,East Elmhurst,40.75829,-73.89278,Private Room,$65.00,1,36,11/11/2019,1.18,1,0,New York City,100.00%,"$23,725.00",65,Individual,42.48,$71.33,-0.23,394,$162.83,0.4,Budget,1 Night
9663062,Location Eden,3250450,Petya,Queens,Astoria,40.75806,-73.91345,Private Room,$43.00,30,3,7/11/2018,0.06,19,365,New York City,0.00%,$0.00,0,Professional,0.00,$141.24,-1.46,882,$162.83,0.26,Budget,8–30 Nights
30927973,Stuio Suite Wyndham Midtown 45 At New York City,103581279,Hollie,Manhattan,Midtown,40.75237,-73.97196,Entire Home/Apt,$270.00,1,7,7/2/2020,0.34,3,89,New York City,75.60%,"$74,520.00",204.12,Small Operator,0.60,$335.84,-0.85,160,$162.83,1.66,Premium,1 Night
5768516,Beautiful Studio Room Up The Hill,23872381,Leah,City Of Los Angeles,Woodland Hills,34.16175,-118.61522,Private Room,$69.00,30,43,6/30/2020,0.67,3,337,Los Angeles,7.70%,"$1,932.00",5.313,Small Operator,0.74,$97.08,-0.42,162,$230.70,0.3,Budget,8–30 Nights
42837513,Ocean View 2-Bedroom Apt W/ Full Kitchen In Poipu!,8599534,Joshua,Kauai,Koloa-Poipu,21.87078,-159.4446,Entire Home/Apt,$350.00,7,0,,0,2,7,Hawaii,98.10%,"$125,300.00",343.35,Small Operator,0.00,$420.24,-1.03,,$316.90,1.1,Average,4–7 Nights
36447468,Clean Vintage 1Br Apt In Lincoln Square,148973907,Mia Noah,Not Specified,Lincoln Square,41.96612,-87.68563,Entire Home/Apt,$87.00,1,38,11/9/2020,2.6,21,213,Chicago,41.60%,"$13,224.00",36.192,Commercial Operator,1.96,$144.50,0.70,30,$152.45,0.57,Budget,1 Night
44618508,Well-Kept Apartment Home 1Br In Austin,359036978,Kia,Not Specified,78751,30.32185,-97.71935,Entire Home/Apt,$97.00,30,0,,0,593,360,Austin,1.40%,$485.00,1.358,Commercial Operator,0.00,$88.33,-1.45,,$267.45,0.36,Budget,8–30 Nights
33929577,"Couch In Queens, Close Manhattan",223087887,Jessy,Queens,Corona,40.74086,-73.86618,Shared Room,$32.00,3,15,10/1/2020,0.89,8,0,New York City,100.00%,"$11,680.00",32,Professional,1.67,$46.75,-0.79,69,$162.83,0.2,Budget,2–3 Nights
14539106,Queen Airbed Studio Female/Couple,77001085,Avantika,Manhattan,Upper West Side,40.80449,-73.9678,Shared Room,$35.00,1,5,12/20/2016,0.11,2,0,New York City,100.00%,"$12,775.00",35,Small Operator,0.28,$177.68,-1.41,1450,$162.83,0.21,Budget,1 Night
23027784,Park Avenue...Lexington Avenue. East 62Nd Street.,56283770,Lia,Manhattan,Upper East Side,40.76327,-73.96766,Entire Home/Apt,$90.00,30,3,4/4/2020,0.2,6,365,New York City,0.00%,$0.00,0,Professional,0.00,$217.13,-1.29,249,$162.83,0.55,Budget,8–30 Nights
15036516,Cozy Bedroom In An Awesome Location,62604251,Jasmine,Brooklyn,Bedford-Stuyvesant,40.69467,-73.94833,Private Room,$45.00,3,0,,0,1,0,New York City,100.00%,"$16,425.00",45,Individual,0.00,$110.45,-1.54,,$162.83,0.28,Budget,2–3 Nights
28540539,Marina Del Ray Modern 2Br/2Ba Suite,45311873,Alen,City Of Los Angeles,Del Rey,33.97903,-118.43591,Entire Home/Apt,$230.00,30,2,5/5/2019,0.11,2,58,Los Angeles,84.10%,"$70,610.00",193.43,Small Operator,0.09,$164.80,-1.13,584,$230.70,1,Average,8–30 Nights
41159506,"Clean, Cozy, Quiet Apt Less Than 20 Mins From Nyc!",4070010,Chantel,Not Specified,Ward B (Councilmember Mira Prinz-Arey),40.72955,-74.07874,Entire Home/Apt,$75.00,2,1,3/3/2020,0.26,1,173,Jersey City,52.60%,"$14,400.00",39.45,Individual,0.14,$71.33,-1.31,281,$150.76,0.5,Budget,2–3 Nights
16814846,Shangri-La South 1St,48205630,Gregory,Not Specified,78745,30.21443,-97.78228,Entire Home/Apt,$100.00,1,105,8/30/2020,4.14,1,0,Austin,100.00%,"$36,500.00",100,Individual,434.70,$169.32,2.70,101,$267.45,0.37,Budget,1 Night
44478238,Cozy Old School Cottage In The Heart Of Austin,195515231,Lexie,Not Specified,78722,30.28298,-97.70653,Entire Home/Apt,$105.00,2,0,,0,1,97,Austin,73.40%,"$28,140.00",77.07,Individual,0.00,$140.38,-1.44,,$267.45,0.39,Budget,2–3 Nights
15288407,"Venice Home, ""Casita Amoroso""",63281602,Barbara Katy,City Of Los Angeles,Venice,33.99685,-118.45651,Entire Home/Apt,$197.00,1,195,6/9/2020,4.43,1,2,Los Angeles,99.50%,"$71,511.00",196.015,Individual,859.53,$255.20,4.45,183,$230.70,0.85,Average,1 Night
31693604,2 Bedrooms Oceanview Hyderesort Residence,27286534,Jeniffer,Not Specified,Hallandale Beach,25.98604,-80.11788,Hotel Room,$170.00,2,15,7/6/2020,1.08,1,156,Broward County,57.30%,"$35,530.00",97.41,Individual,9.28,$233.46,-0.44,156,$253.11,0.67,Budget,2–3 Nights
32347796,"Crisp Heart Of Chelsea Studio, W/ Roofdeck + Gym, By Blueground",107434423,Blueground,Manhattan,Chelsea,40.74127,-73.99603,Entire Home/Apt,$258.00,30,0,,0,238,269,New York City,26.30%,"$24,768.00",67.854,Commercial Operator,0.00,$417.33,-1.18,,$162.83,1.58,Premium,8–30 Nights
23805572,Mauna Lani Luxury Residence With Ocean View,46012704,Equity,Hawaii,South Kohala,19.93542,-155.86945,Entire Home/Apt,"$1,489.00",7,1,2/29/2020,0.15,5,161,Hawaii,55.90%,"$303,756.00",832.351,Small Operator,0.02,$385.94,0.97,284,$316.90,4.7,Premium,4–7 Nights
7996984,W Fort Relaxing 1Br Suite W/ Beach View,4140161,Executive,Not Specified,Fort Lauderdale,26.16475,-80.10004,Entire Home/Apt,$499.00,2,7,7/3/2020,0.22,3,162,Broward County,55.60%,"$101,297.00",277.444,Small Operator,0.29,$314.69,-0.54,159,$253.11,1.97,Premium,2–3 Nights
801680,*89 Special! Bostons Best!!* Minutes To Center*,8229,Terry,Not Specified,Roxbury,42.32852,-71.09539,Entire Home/Apt,$169.00,3,57,3/30/2020,0.6,6,1,Boston,99.70%,"$61,516.00",168.493,Professional,5.68,$85.00,-0.07,254,$172.97,0.98,Average,2–3 Nights
10308000,Sandy Bridge Beachfront Oasis,53037507,Suzanne,Not Specified,Pompano Beach,26.25414,-80.08532,Entire Home/Apt,"$1,095.00",7,3,2/1/2020,0.1,1,123,Broward County,66.30%,"$264,990.00",725.985,Individual,0.20,$192.92,0.32,312,$253.11,4.33,Premium,4–7 Nights
18615710,Arts District Toy Factory Loft,6161812,Shannon Brock,City Of Los Angeles,Downtown,34.03657,-118.23419,Entire Home/Apt,$150.00,180,0,,0,1,0,Los Angeles,100.00%,"$54,750.00",150,Individual,0.00,$185.73,-1.36,,$230.70,0.65,Budget,91–180 Nights
35197541,"Hale Koko - Gated Private Hidden Gem, 1 Block From The Ocean!",52886766,First Island Realty,Hawaii,North Kona,19.61179,-155.97763,Entire Home/Apt,$217.00,1,4,1/26/2020,0.35,11,167,Hawaii,54.20%,"$42,966.00",117.614,Professional,0.07,$286.83,-0.98,318,$316.90,0.68,Budget,1 Night
2399638,Large And Cozy Room,12261576,Bohdana,Brooklyn,Sunset Park,40.65042,-74.00698,Private Room,$35.00,2,0,,0,2,0,New York City,100.00%,"$12,775.00",35,Small Operator,0.00,$96.21,-1.55,,$162.83,0.21,Budget,2–3 Nights
8750901,Prime Location 63Rd St + First Ave,45897508,Antonio,Manhattan,Upper East Side,40.76127,-73.95815,Entire Home/Apt,$148.00,2,1,12/29/2015,0.02,1,0,New York City,100.00%,"$54,020.00",148,Individual,0.02,$217.13,-1.34,1807,$162.83,0.91,Average,2–3 Nights
22433593,Artsy And Modern Room In A Friendly Neighborhood.,43222031,Kamila,Queens,Ridgewood,40.69741,-73.89895,Private Room,$25.00,4,0,,0,1,0,New York City,100.00%,"$9,125.00",25,Individual,0.00,$89.33,-1.57,,$162.83,0.15,Budget,4–7 Nights
41619677,Bedroom Near Downtown,67250433,Helen,Not Specified,Cheesman Park,39.73984,-104.96464,Private Room,$50.00,1,1,1/19/2020,0.19,1,0,Denver,100.00%,"$18,250.00",50,Individual,0.19,$62.67,-1.40,325,$209.59,0.24,Budget,1 Night
41012815,Classic Comfortable Stay In Brooklyn:,78643953,Daniel,Brooklyn,Bushwick,40.6887,-73.91597,Entire Home/Apt,$152.00,4,4,1/8/2020,0.48,3,360,New York City,1.40%,$760.00,2.128,Small Operator,0.01,$85.27,-1.01,336,$162.83,0.93,Average,4–7 Nights
24712037,Private Room And Bathroom In Stylish Design Apt,25805476,Michael,Brooklyn,Bedford-Stuyvesant,40.6937,-73.94674,Private Room,$133.00,2,14,5/31/2019,0.5,1,0,New York City,100.00%,"$48,545.00",133,Individual,7.00,$110.45,-0.87,558,$162.83,0.82,Average,2–3 Nights
19332658,Big Sunny Brooklyn Room Tv/Ac/Private Bath,3734323,Colin,Brooklyn,Bushwick,40.6883,-73.91383,Private Room,$65.00,5,5,9/25/2017,0.13,3,0,New York City,100.00%,"$23,725.00",65,Small Operator,0.22,$85.27,-1.35,1171,$162.83,0.4,Budget,4–7 Nights
1747787,Direct Oceanfront Sandy Beach Condo,1118742,Carol,Maui,Lahaina,20.96108,-156.68286,Entire Home/Apt,$245.00,1,16,2/17/2020,0.19,26,365,Hawaii,0.00%,$0.00,0,Commercial Operator,0.00,$368.52,-0.84,296,$316.90,0.77,Budget,1 Night
14408957,Home Away From Home 4Single Only (Lanai Bed),88617842,Shawn,Hawaii,North Kona,19.59116,-155.97054,Private Room,$49.00,1,48,8/23/2020,1.02,2,341,Hawaii,6.60%,"$1,176.00",3.234,Small Operator,1.62,$286.83,-0.16,108,$316.90,0.15,Budget,1 Night
44871453,Beautiful 2 Bedroom 2 Bath Condo With Water View,346178599,Stephanie,Not Specified,Unincorporated Areas,35.12423,-114.58009,Entire Home/Apt,$173.00,3,2,8/30/2020,2,3,358,Clark County,1.90%,"$1,211.00",3.287,Small Operator,0.03,$215.51,-0.09,101,$191.70,0.9,Average,2–3 Nights
41363085,A Piece Of Heaven Monthly Rental,161872301,Alexa,Not Specified,Hollywood,26.00323,-80.15528,Private Room,$45.00,7,3,5/2/2020,0.62,4,0,Broward County,100.00%,"$16,425.00",45,Small Operator,0.47,$198.89,-1.12,221,$253.11,0.18,Budget,4–7 Nights
21149686,Nicest Luxury Building In Downtown Mt. View,105657573,Dee,Not Specified,Mountain View,37.39737,-122.07748,Entire Home/Apt,$199.00,4,22,12/5/2019,0.67,2,90,San Clara Country,75.30%,"$54,725.00",149.847,Small Operator,5.55,$141.67,-0.53,370,$167.26,1.19,Average,4–7 Nights
15782300,Dream Room In Modern Apartment,102080453,Gabriela,Brooklyn,Bedford-Stuyvesant,40.694,-73.94675,Private Room,$54.00,1,169,6/30/2019,3.61,2,0,New York City,100.00%,"$19,710.00",54,Small Operator,305.05,$110.45,3.31,528,$162.83,0.33,Budget,1 Night
11363892,Comfortable Roomy 2Br Downtown,53233824,Heidi,Not Specified,Sunnyside,45.51586,-122.63596,Entire Home/Apt,$159.00,30,390,6/15/2020,7.35,2,124,Portland,66.00%,"$38,319.00",104.94,Small Operator,945.95,$103.85,9.21,177,$142.97,1.11,Average,8–30 Nights
19814107,"Shared Space Comfy Twin Bed"" Next To Lga Airport",32446721,Veronica,Queens,Corona,40.74825,-73.86396,Shared Room,$35.00,1,27,10/14/2019,0.71,7,250,New York City,31.50%,"$4,025.00",11.025,Professional,0.86,$46.75,-0.70,422,$162.83,0.21,Budget,1 Night
26847060,City Of Hope: 5-7 Minute Walk,9543423,Eunice,Other Cities,Duarte,34.1354,-117.96644,Private Room,$70.00,1,19,8/26/2019,0.75,1,0,Los Angeles,100.00%,"$25,550.00",70,Individual,14.25,$70.00,-0.74,471,$230.70,0.3,Budget,1 Night
44146353,Stunning Condo 2 - Downtown River North,170785489,Dmd,Not Specified,Near North Side,41.89595,-87.63772,Entire Home/Apt,$249.00,2,3,8/16/2020,1.67,31,347,Chicago,4.90%,"$4,482.00",12.201,Commercial Operator,0.01,$256.64,-0.14,115,$152.45,1.63,Premium,2–3 Nights
17515359,Luxury One Bedroom In High Tower Apartment,3191545,Mike,Not Specified,Ward E (Councilmember James Solomon),40.71262,-74.03513,Entire Home/Apt,$184.00,4,0,,0,9,203,Jersey City,44.40%,"$29,808.00",81.696,Professional,0.00,$209.58,-1.31,,$150.76,1.22,Premium,4–7 Nights
43002758,The Place At Prospect Park Near U Of M,276275985,Travis,Not Specified,Hennepin,44.96174,-93.20883,Entire Home/Apt,$99.00,7,1,5/14/2020,0.53,10,345,Twin Cities Msa,5.50%,"$1,980.00",5.445,Professional,0.00,$483.20,-1.11,209,$556.88,0.18,Budget,4–7 Nights
21635878,West Nashville Studio Near Belle Meade Plantation,80820055,Rachel Jack,Not Specified,District 23,36.12957,-86.87401,Entire Home/Apt,$92.00,2,179,8/17/2020,5.42,1,178,Nashville,51.20%,"$17,204.00",47.104,Individual,496.73,$92.00,4.62,114,$223.27,0.41,Budget,2–3 Nights
19387438,"Cozy Room, Minutes From Manhattan, Close To All!",135910220,Maria,Queens,Maspeth,40.73832,-73.90669,Private Room,$45.00,2,59,3/2/2020,1.53,1,262,New York City,28.20%,"$4,635.00",12.69,Individual,25.46,$95.60,0.31,282,$162.83,0.28,Budget,2–3 Nights
9283490,Boutique Farmhouse 6 Bdrm Inn Sc Valley Wine Trail,19309318,Liz,Not Specified,Unincorporated Areas,37.05872,-121.6046,Entire Home/Apt,"$1,175.00",2,101,11/3/2020,1.83,1,310,San Clara Country,15.10%,"$64,625.00",177.425,Individual,27.91,$215.51,3.03,36,$167.26,7.02,Premium,2–3 Nights
23006316,Sunny Private Guesthouse. Near Soco And Downtown!,1424080,Lisa,Not Specified,78704,30.25355,-97.75681,Entire Home/Apt,$105.00,3,79,3/18/2020,3.29,2,0,Austin,100.00%,"$38,325.00",105,Small Operator,129.96,$264.17,1.79,266,$267.45,0.39,Budget,2–3 Nights
32613233,Fully Sanitized Home Discounted For Health Care,1603413,Austin,Not Specified,Little Woods,30.06842,-89.9452,Entire Home/Apt,$141.00,2,58,8/23/2020,3.2,2,84,New Orleans,77.00%,"$39,621.00",108.57,Small Operator,71.46,$225.75,1.46,108,$158.95,0.89,Average,2–3 Nights
36596558,Super Spacious With Pool And Free Secured Parking!,3152735,Sylvia,City Of Los Angeles,Lake Balboa,34.20272,-118.4987,Entire Home/Apt,$93.00,30,3,1/19/2020,0.23,3,218,Los Angeles,40.30%,"$13,671.00",37.479,Small Operator,0.09,$93.00,-1.27,325,$230.70,0.4,Budget,8–30 Nights
820953,Entire Apt Yours! (5 Night Minimum),4105474,Amanda,Brooklyn,Greenpoint,40.72166,-73.94037,Entire Home/Apt,$90.00,7,11,7/14/2019,0.12,1,165,New York City,54.80%,"$18,000.00",49.32,Individual,0.72,$114.76,-1.22,514,$162.83,0.55,Budget,4–7 Nights
1171716,Room With A Sunrise View Over Colored Rooftops,6415261,John,Brooklyn,Flatbush,40.63641,-73.96712,Private Room,$35.00,30,0,,0,1,363,New York City,0.50%,$70.00,0.175,Individual,0.00,$110.24,-1.55,,$162.83,0.21,Budget,8–30 Nights
6180121,Modern Vibrant Large Cozy Bedroom*,8826175,Grover,Bronx,Concourse,40.82122,-73.92773,Private Room,$69.00,4,137,5/10/2019,2.11,3,82,New York City,77.50%,"$19,527.00",53.475,Small Operator,74.68,$65.33,1.93,579,$162.83,0.42,Budget,4–7 Nights
45036174,Luxury Apartment Venice Free Parking With Pool,321684440,Mattnina,City Of Los Angeles,Venice,33.97971,-118.46234,Entire Home/Apt,$159.00,30,1,8/29/2020,1,7,350,Los Angeles,4.10%,"$2,385.00",6.519,Professional,0.01,$255.20,-0.73,102,$230.70,0.69,Budget,8–30 Nights
18522455,Beautiful 3-Bed Condo Near University Of Chicago,67665258,Corey,Not Specified,Woodlawn,41.78153,-87.61158,Entire Home/Apt,$99.00,1,332,8/23/2020,8.1,2,282,Chicago,22.70%,"$8,217.00",22.473,Small Operator,305.22,$65.33,8.65,108,$152.45,0.65,Budget,1 Night
4783057,House Suite,24660443,Hollis,Brooklyn,Bushwick,40.69504,-73.92709,Entire Home/Apt,$81.00,4,145,2/22/2020,2.27,1,103,New York City,71.80%,"$21,222.00",58.158,Individual,236.33,$85.27,2.17,291,$162.83,0.5,Budget,4–7 Nights
44004942,"Close To Harvard, Mit",36386278,Fang,Not Specified,Charlestown,42.38448,-71.08213,Entire Home/Apt,$286.00,1,0,,0,2,365,Boston,0.00%,$0.00,0,Small Operator,0.00,$287.14,-1.14,,$172.97,1.65,Premium,1 Night
40426330,Clean Sanitized Home In *La* Area,273116910,Wendy,Other Cities,South Gate,33.94251,-118.22122,Entire Home/Apt,$162.00,1,38,3/9/2020,4.21,1,360,Los Angeles,1.40%,$810.00,2.268,Individual,2.24,$162.00,1.79,275,$230.70,0.7,Budget,1 Night
30469352,"West Hollywood, Perfect Location! Perfect Home!",69675577,Oliver,Other Cities,West Hollywood,34.08792,-118.36665,Private Room,$75.00,4,4,1/8/2019,0.19,1,1,Los Angeles,99.70%,"$27,300.00",74.775,Individual,0.76,$163.58,-1.31,701,$230.70,0.33,Budget,4–7 Nights
32338057,2 Bedroom Garden View Condo In Kaanapali - Sleeps 6 - Kaanapali Royal G301,118578746,Chase 'N Rainbows,Maui,Lahaina,20.92421,-156.69013,Entire Home/Apt,$228.00,5,0,,0,157,299,Hawaii,18.10%,"$15,048.00",41.268,Commercial Operator,0.00,$368.52,-1.23,,$316.90,0.72,Budget,4–7 Nights
33392742,Spacious Pet-Friendly Home On Quiet Street!,218952334,Stay,Not Specified,Centennial,45.50853,-122.5108,Entire Home/Apt,$199.00,30,17,12/30/2019,1.29,15,87,Portland,76.20%,"$55,322.00",151.638,Professional,1.11,$199.00,-0.24,345,$142.97,1.39,Premium,8–30 Nights
20715634,La Rowland Hets Swimming Pool 1Bedroom 1Bath Apt,25147343,Kenny,Unincorporated Areas,Rowland Heights,33.99006,-117.91861,Entire Home/Apt,$99.00,1,6,6/17/2019,0.17,20,356,Los Angeles,2.50%,$891.00,2.475,Professional,0.00,$92.83,-1.25,541,$230.70,0.43,Budget,1 Night
39916604,Scenic Walk To Broadway From A Historic 2Br Apt!,60934272,Travers,Not Specified,District 19,36.17589,-86.79027,Entire Home/Apt,$123.00,1,20,7/7/2020,2.03,30,260,Nashville,28.80%,"$12,915.00",35.424,Commercial Operator,0.39,$229.87,0.13,155,$223.27,0.55,Budget,1 Night
20081484,Wyndham Kona Hawaiian Resort - Two Bedroom Condo Wvr,141749210,Vacayhome Connect,Hawaii,North Kona,19.62554,-155.98602,Hotel Room,$321.00,2,3,2/16/2018,0.09,13,0,Hawaii,100.00%,"$117,165.00",321,Professional,0.02,$286.83,-0.98,1027,$316.90,1.01,Average,2–3 Nights
37887373,Casa D 5Points / Get 25 Gift Card W/ Booking,135248158,Chuy,Not Specified,Five Points,39.75797,-104.97415,Entire Home/Apt,$157.00,1,11,9/3/2020,1.12,1,0,Denver,100.00%,"$57,305.00",157,Individual,12.32,$214.40,-0.50,97,$209.59,0.75,Budget,1 Night
42158407,Shared 2Br/2Ba Condo In Dania Beach,454736,"Jon, Mary Pop Apartments",Not Specified,Dania Beach,26.03885,-80.13594,Private Room,$45.00,3,0,,0,9,0,Broward County,100.00%,"$16,425.00",45,Professional,0.00,$206.31,-1.54,,$253.11,0.18,Budget,2–3 Nights
6484268,Edison'S House Stanford - Bunk B2,6170348,Giovanno Yosen,Not Specified,Los Altos Hills,37.38156,-122.13485,Shared Room,$45.00,4,7,11/8/2019,0.15,14,365,San Clara Country,0.00%,$0.00,0,Professional,0.00,$285.75,-1.34,397,$167.26,0.27,Budget,4–7 Nights
24556528,Quiet Contemporary Garden Level Retreat And Patio,21231293,Debra,Not Specified,Ramsey,44.99821,-93.08913,Private Room,$60.00,2,76,9/3/2020,2.92,1,87,Twin Cities Msa,76.20%,"$16,680.00",45.72,Individual,169.10,$384.21,1.44,97,$556.88,0.11,Budget,2–3 Nights
32542358,Explore Big Island From An Eco-Friendly Tiny House,36650819,Judith,Hawaii,North Kona,19.70414,-155.96721,Entire Home/Apt,$140.00,1,43,3/19/2020,2.26,4,339,Hawaii,7.10%,"$3,640.00",9.94,Small Operator,1.72,$286.83,0.66,265,$316.90,0.44,Budget,1 Night
20354549,The Brooklyn Suite,145180754,Sydnie,Not Specified,San Jose,37.34219,-121.8768,Private Room,$45.00,14,6,5/15/2020,0.2,6,71,San Clara Country,80.50%,"$13,230.00",36.225,Professional,0.16,$117.92,-1.32,208,$167.26,0.27,Budget,8–30 Nights
1851926,Studio In The Family Brownstone,9671392,Dorcas,Brooklyn,Bedford-Stuyvesant,40.6889,-73.92469,Entire Home/Apt,$95.00,3,157,3/19/2020,1.93,1,357,New York City,2.20%,$760.00,2.09,Individual,6.67,$110.45,2.18,265,$162.83,0.58,Budget,2–3 Nights
42874617,Cozy Studio At The Hawaiian Monarch!,186952542,Lorelei,Honolulu,Primary Urban Center,21.28629,-157.83366,Entire Home/Apt,$66.00,3,1,3/22/2020,0.17,71,246,Hawaii,32.60%,"$7,854.00",21.516,Commercial Operator,0.00,$219.00,-1.38,262,$316.90,0.21,Budget,2–3 Nights
36711170,Large 2Br2Ba By Millenium Park State St Shopping,275931054,Yagoda,Not Specified,Loop,41.88306,-87.62577,Entire Home/Apt,$276.00,2,25,4/3/2020,1.74,1,335,Chicago,8.20%,"$8,280.00",22.632,Individual,3.57,$185.81,0.29,250,$152.45,1.81,Premium,2–3 Nights
45194753,Private Entrance Cozy Bedroom And Private Bathroom,145396881,Venus,Unincorporated Areas,Valinda,34.04123,-117.93773,Entire Home/Apt,$69.00,1,2,6/9/2020,2,5,356,Los Angeles,2.50%,$621.00,1.725,Small Operator,0.02,$57.00,-0.26,183,$230.70,0.3,Budget,1 Night
43180576,"Poipu Sands Ocean View With Palm Trees ""A/C Master Suite"" *Poipu Sands 325*",97006413,Suite Paradise Poipu,Kauai,Koloa-Poipu,21.87437,-159.4424,Entire Home/Apt,$359.00,3,0,,0,123,233,Hawaii,36.20%,"$47,388.00",129.958,Commercial Operator,0.00,$420.24,-1.02,,$316.90,1.13,Average,2–3 Nights
42900230,Hallandale Tides 2 Dormi 1.5 Bao- Vista Mar 14 N,163689847,Evangelina,Not Specified,Hollywood,25.98776,-80.11862,Entire Home/Apt,$140.00,3,0,,0,3,75,Broward County,79.50%,"$40,600.00",111.3,Small Operator,0.00,$198.89,-1.38,,$253.11,0.55,Budget,2–3 Nights
13621503,"Maui Banyan Studio, G Bldg, Steps To Beach, Extras",29039898,Amy,Maui,Kihei-Makena,20.7165,-156.44592,Entire Home/Apt,$145.00,2,130,3/19/2020,2.59,2,179,Hawaii,51.00%,"$26,970.00",73.95,Small Operator,85.86,$439.27,2.23,265,$316.90,0.46,Budget,2–3 Nights
1832120,Heart Of Williamsburg,7195403,Emily,Brooklyn,Williamsburg,40.71216,-73.96274,Private Room,$87.00,3,108,2/25/2020,1.4,2,0,New York City,100.00%,"$31,755.00",87,Small Operator,75.60,$125.13,1.07,288,$162.83,0.53,Budget,2–3 Nights
25508055,Two Bedrooms In Bright Brooklyn Home,20480059,Mallary,Brooklyn,Fort Greene,40.69328,-73.97001,Private Room,$100.00,3,1,7/24/2018,0.04,3,0,New York City,100.00%,"$36,500.00",100,Small Operator,0.01,$301.50,-1.41,869,$162.83,0.61,Budget,2–3 Nights
